año,secretaria,codigodepartamento,nombredepartamento,codigomunicipio,nombremunicipio,codigoestablecimiento,nombreestablecimiento,zona,direccion,telefono,nombre_Rector,tipo_Establecimiento,etnias,sector,genero,niveles,jornadas,caracter,especialidad,grados,modelos_Educativos,capacidades_Excepcionales,discapacidades,idiomas,numero_de_Sedes,estado,prestador_de_Servicio,propiedad_Planta_Fisica,resguardo,matricula_Contratada,calendario,internado,estrato_Socio_Economico,correo_Electronico,cod_mun_norm
2016,ANTIOQUIA,5,ANTIOQUIA,5147,CAREPA,205147000627,CENTRO EDUCATIVO LA ESPERANZA,RURAL,VDA CAREPITA,824 56 54,ELKIN DE JESÚS DIAZ,CENTRO EDUCATIVO,,,,"PREESCOLAR,BÁSICA PRIMARIA","MAÑANA,COMPLETA,NOCTURNA,FIN DE SEMANA",,,"0,1,2,3,4,5,21","PREESCOLAR ESCOLARIZADO_,ESCUELA NUEVA,PREESCOLAR NO ESCOLARIZADO/SEMIESCOLARIZADO   ,EDUCACIÓN TRADICIONAL,MODALIDAD VIRTUAL ASISTIDA UCN,SER",,,,4,,OFICIAL,OFICIAL,NO APLICA,SI,A,,ESTRATO 1,colegiozungo@hotmail.es,05147
2016,TURBO,5,ANTIOQUIA,5837,TURBO,305837005464,C.E. EVANGELICO GETSEMANI,URBANA,CL 107 17 53,8275637,RAMOS PATERNINA ANDRES,CENTRO EDUCATIVO,,,,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","MAÑANA,FIN DE SEMANA",,,"-2,0,1,2,3,4,5,21,22,23,24,25,26","PREESCOLAR ESCOLARIZADO_,PROGRAMA PARA JÓVENES EN EXTRAEDAD Y ADULTOS,EDUCACIÓN TRADICIONAL",,,,1,,COMUNIDAD RELIGIOSA,COMUNIDAD RELIGIOSA,NO APLICA,NO,A,,,col_getsemani@hotmail.com,05837
2016,APARTADO,5,ANTIOQUIA,5045,APARTADÓ,305045010444,COLEGIO COLOMBO DARIEN,URBANA,CL 104 105 04,828 58 33,CORDOBA PEREA JHON FREDIS ,INSTITUCION EDUCATIVA,,,,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA",COMPLETA,,ACADÉMICA,"-2,-1,0,1,2,3,4,5,6,7,8,9,10,11",EDUCACIÓN TRADICIONAL,,,INGLÉS,1,,SOCIEDAD,SOCIEDAD,NO APLICA,NO,A,,ESTRATO 3,colombodarien@apartado.gov.co,05045
2016,APARTADO,5,ANTIOQUIA,5045,APARTADÓ,305045010134,COLEGIO SAN ANTONIO DE PADUA,URBANA,CL 105 H 64 28,8264041,CANO RODRIGUEZ MARIA MAGDALENA ,CENTRO EDUCATIVO,,,,"PREESCOLAR,BÁSICA PRIMARIA","MAÑANA,TARDE",,,"-1,0,1,2,3,4,5",EDUCACIÓN TRADICIONAL,,,INGLÉS,1,,PERSONA NATURAL,PERSONA NATURAL,NO APLICA,NO,A,,ESTRATO 1,colpadua@apartado.gov.co,05045
2016,APARTADO,5,ANTIOQUIA,5045,APARTADÓ,105045000601,I.E. CADENA LAS PLAYAS,URBANA,KR 86 C 94 C 00,8263282 - 8281531,GARCÉS ALBORNOZ RUTH EMIRA,INSTITUCION EDUCATIVA,,,,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","MAÑANA,NOCTURNA,TARDE,FIN DE SEMANA",,ACADÉMICA,"0,1,2,3,4,5,6,7,8,9,10,11,21,22,23,24,25,26","PREESCOLAR ESCOLARIZADO_,TRANSFORMEMOS,ESPERE,PROGRAMA PARA JÓVENES EN EXTRAEDAD Y ADULTOS,A CRECER,PREESCOLAR NO ESCOLARIZADO/SEMIESCOLARIZADO   ,EDUCACIÓN TRADICIONAL,CAFAM,MODALIDAD VIRTUAL ASISTIDA UCN",,,,1,,OFICIAL,OFICIAL,NO APLICA,SI,A,,ESTRATO 1,colplayas@gmail.com,05045
2016,APARTADO,5,ANTIOQUIA,5045,APARTADÓ,305045010452,COLEGIO SAN SEBASTIÁN DE URABA,RURAL,CORREG. EL REPOSO,825 63 04,TORRELOSA PEÑA ISRAEL,INSTITUCION EDUCATIVA,,,,"PREESCOLAR,BÁSICA SECUNDARIA,BÁSICA PRIMARIA",MAÑANA,,,"0,1,2,3,4,5,6,7,8,9","ESCUELA NUEVA,EDUCACIÓN TRADICIONAL",,,,1,,COOPERATIVO,COOPERATIVO,NO APLICA,NO,A,,ESTRATO 1,colsansebastian@edatel.net.co,05045
2016,APARTADO,5,ANTIOQUIA,5045,APARTADÓ,305045010304,COLEGIO SOLIDARIO SANTIAGO SANTACRUZ RAMBAY                                                         ,URBANA,IND CL. 105H CON CRA. 54,8260545,MUÑOZ RAMBAY MARIA ELIANA,INSTITUCION EDUCATIVA,,,,"PREESCOLAR,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","MAÑANA,TARDE",,,"0,1,2,3,4,5,6,7,8,9",EDUCACIÓN TRADICIONAL,,,INGLÉS,1,,PERSONA NATURAL,PERSONA NATURAL,NO APLICA,NO,A,,ESTRATO 1,colsasar@apartado.gov.co,05045
2016,APARTADO,5,ANTIOQUIA,5045,APARTADÓ,305045010240,INSTITUTO DE EDUCACIÒN COMFENALCO,URBANA,CL 94 96 A 22,8266182,FIGUEROA TORRES FARID DE JESUS,CENTRO EDUCATIVO,,,,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","MAÑANA,TARDE,FIN DE SEMANA",,"INDUSTRIAL,ACADÉMICA","-2,-1,0,21,22,23,24,25,26","PROGRAMA PARA JÓVENES EN EXTRAEDAD Y ADULTOS,EDUCACIÓN TRADICIONAL",,,INGLÉS,1,,PERSONA NATURAL,PERSONA NATURAL,NO APLICA,NO,A,,ESTRATO 2,comfapartadò@edatel.net,05045
2016,TURBO,5,ANTIOQUIA,5837,TURBO,305837004565,COL. EL CARMELO CONURABA,URBANA,IND AL LADO DEL HOSPITAL,8273719,JUAN CARLOS NIVIA GARCIA,INSTITUCION EDUCATIVA,,,,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA",MAÑANA,,ACADÉMICA,"0,1,2,3,4,5,6,7,8,9,10,11",EDUCACIÓN TRADICIONAL,,,,1,,PERSONA NATURAL,PERSONA NATURAL,NO APLICA,NO,A,,,conuraba@yahoo.es,05837
2016,APARTADO,5,ANTIOQUIA,5045,APARTADÓ,305045000635,COL. COOPERATIVO APARTADO CARLOS ARTURO ROLDAN BETANCUR                                     ,URBANA,CL 100 F 100 66,8282160,GONZALEZ ARBOLEDA CARMEN CECILIA,INSTITUCION EDUCATIVA,,,,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","COMPLETA,FIN DE SEMANA",,ACADÉMICA,"0,1,2,3,4,5,6,7,8,9,10,11,21,22,23,24,25,26","PROGRAMA PARA JÓVENES EN EXTRAEDAD Y ADULTOS,EDUCACIÓN TRADICIONAL",,,INGLÉS,1,,PERSONA NATURAL,PERSONA NATURAL,NO APLICA,NO,A,NINGUNO,ESTRATO 2,cooperativocarb@apartado.gov.co,05045
2016,APARTADO,5,ANTIOQUIA,5045,APARTADÓ,105045010429,COLEGIO DE EDUCACION CAMPESINA CEC,RURAL,CL. DE LA IGLESIA,820 61 93,ESPITIA ARGEMIRO JOSE,INSTITUCION EDUCATIVA,,,,"MEDIA,BÁSICA SECUNDARIA","NOCTURNA,FIN DE SEMANA",,ACADÉMICA,"6,7,8,9,10,11","ETNOEDUCACIÓN,SAT PRESENCIAL",,,,1,,FUNDACION O CORPORACIONES,FUNDACION O CORPORACIONES,NO APLICA,NO,A,,ESTRATO 1,coordinacioncec2006@hotmail.com,05045
2016,ANTIOQUIA,5,ANTIOQUIA,5659,SAN JUAN DE URABÁ,305659007997,COLEGIO DE EDUCACIÓN CAMPESINA - CEC ,URBANA,IND VARIAS VEREDAS,8206193,GABRIEL ALEXANDER ORREGO PERIAÑEZ,INSTITUCION EDUCATIVA,,,,"MEDIA,BÁSICA SECUNDARIA",FIN DE SEMANA,,ACADÉMICA,"6,7,8,9,10,11",SAT PRESENCIAL,,,,1,,PERSONA NATURAL,PERSONA NATURAL,NO APLICA,NO,A,,ESTRATO 2,coordinacioncec2006@hotmail.com,05659
2016,ANTIOQUIA,5,ANTIOQUIA,5665,SAN PEDRO DE URABA,305665010126,COLEGIO DE EDUCACION CAMPESINA - CEC,URBANA,IND VARIAS VEREDAS,8206193,GUISAO LUZ DARI,INSTITUCION EDUCATIVA,,,,"MEDIA,BÁSICA SECUNDARIA",FIN DE SEMANA,,ACADÉMICA,"6,7,8,9,10,11,23,24,25,26","SAT,SAT PRESENCIAL",,,,1,,FUNDACION O CORPORACIONES,FUNDACION O CORPORACIONES,NO APLICA,NO,A,,ESTRATO 2,coordinacioncec2006@hotmail.com,05665
2016,ANTIOQUIA,5,ANTIOQUIA,5147,CAREPA,405147000961,INSTITUTO EDUCATIVO NUEVO HORIZONTE,URBANA,VDA. CARACOLI,, AYAZO P. SHERLEY JEINS,INSTITUCION EDUCATIVA,,,,"PREESCOLAR,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","MAÑANA,TARDE",,,"0,1,2,3,4,5,6,7,8,9","ESCUELA NUEVA,EDUCACIÓN TRADICIONAL",,,,1,,FUNDACION O CORPORACIONES,FUNDACION O CORPORACIONES,NO APLICA,NO,A,,,copecas1@hotmail.com,05147
2016,ANTIOQUIA,5,ANTIOQUIA,5665,SAN PEDRO DE URABA,405665010163,I.E. NUEVO HORIZONTE,URBANA,VDA. LOS ALMAGROS,,ALTAMIRANDA ALBA LUCIA,INSTITUCION EDUCATIVA,,,,"PREESCOLAR,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","MAÑANA,TARDE",,,"0,1,2,3,4,5,6,7,8,9","ESCUELA NUEVA,EDUCACIÓN TRADICIONAL",,,,1,,FUNDACION O CORPORACIONES,FUNDACION O CORPORACIONES,NO APLICA,NO,A,,ESTRATO 2,copecas1@hotmail.com,05665
2016,ANTIOQUIA,5,ANTIOQUIA,5051,ARBOLETES,405051008162,I.E. NUEVO HORIZONTE,URBANA,VDA. GUAIMARO,,JARAMILLO YORMAN DE JESUS,INSTITUCION EDUCATIVA,,,,"PREESCOLAR,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","MAÑANA,TARDE",,,"0,1,2,3,4,5,6,7,8,9",EDUCACIÓN TRADICIONAL,,,,1,,FUNDACION O CORPORACIONES,FUNDACION O CORPORACIONES,NO APLICA,NO,A,,ESTRATO 2,copecas1@hotmail.com,05051
2016,APARTADO,5,ANTIOQUIA,5045,APARTADÓ,305045010690,C.E. CORCEDÍN,URBANA,CL 99 107 20,,MONICA MARÍA GUTIERREZ ESCOBAR,CENTRO EDUCATIVO,,,,"PREESCOLAR,PRIMERA INFANCIA","MAÑANA,TARDE",,,-6,"PREESCOLAR NO ESCOLARIZADO/SEMIESCOLARIZADO   ,EDUCACIÓN TRADICIONAL",,,,1,,PERSONA NATURAL,PERSONA NATURAL,NO APLICA,SI,A,,,corcedin@apartado.gov.co,05045
2016,APARTADO,5,ANTIOQUIA,5045,APARTADÓ,305045001461,COLEGIO DIOCESANO,URBANA,KR 64 104 A 14,8262726,GUILLERMO LEON ALVAREZ PALACIO,INSTITUCION EDUCATIVA,,,,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","MAÑANA,TARDE",,ACADÉMICA,"-1,0,1,2,3,4,5,6,7,8,9,10,11",EDUCACIÓN TRADICIONAL,,,INGLÉS,1,,PERSONA NATURAL,PERSONA NATURAL,NO APLICA,NO,A,,ESTRATO 2,diocesanojpii@apartado.gov.co,05045
2016,APARTADO,5,ANTIOQUIA,5045,APARTADÓ,305045001674,COLEGIO DIVINO NIÑO                                                                                 ,URBANA,KR 68 107 A 46,826 07 54,ASPRILLA PEREZ MARIA POLONIA,CENTRO EDUCATIVO,,,,"PREESCOLAR,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","MAÑANA,TARDE",,,"0,1,2,3,4,5,6",EDUCACIÓN TRADICIONAL,,,INGLÉS,1,,PERSONA NATURAL,PERSONA NATURAL,NO APLICA,NO,A,,ESTRATO 1,divinonino@apartado.gov.co,05045
2016,ANTIOQUIA,5,ANTIOQUIA,5147,CAREPA,205147000457,I.E.R. EL CERRO,RURAL,VDA. EL CERRO,8236828,MARTINEZ MONTIEL FAIR EDUARDO,INSTITUCION EDUCATIVA,,,,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","COMPLETA,NOCTURNA,FIN DE SEMANA",,ACADÉMICA,"0,1,2,3,4,5,6,7,8,9,10,11,21","PREESCOLAR ESCOLARIZADO_,ESCUELA NUEVA,PREESCOLAR NO ESCOLARIZADO/SEMIESCOLARIZADO   ,EDUCACIÓN TRADICIONAL,MODALIDAD VIRTUAL ASISTIDA UCN",,,,1,,OFICIAL,OFICIAL,NO APLICA,SI,A,,ESTRATO 1,elcerro.notas@gmail.com,05147
2016,ANTIOQUIA,5,ANTIOQUIA,5120,CÁCERES,205120001435,I. E. GASPAR DE RODAS,"RURAL,URBANA",CORREG JARDIN ,8363075,PALACIOS MOSQUERA FELIX ARIEL,INSTITUCION EDUCATIVA,,,,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","MAÑANA,COMPLETA,NOCTURNA,TARDE,FIN DE SEMANA",,ACADÉMICA,"0,1,2,3,4,5,6,7,8,9,10,11,21,22,23,24,25,26,99","PROGRAMA PARA JÓVENES EN EXTRAEDAD Y ADULTOS,ESCUELA NUEVA,EDUCACIÓN TRADICIONAL,ACELERACIÓN DEL APRENDIZAJE,MODALIDAD VIRTUAL ASISTIDA UCN,SER",,,,4,,OFICIAL,OFICIAL,NO APLICA,SI,A,,"ESTRATO 2,ESTRATO 1",gaspar@iegasderodas.edu.co,05120
2016,TURBO,5,ANTIOQUIA,5837,TURBO,205837004366,I.E. VEINTICUATRO DE DICIEMBRE,RURAL,BARRIO 24 DE DICIEMBRE,8273273,RAQUEL BELLO HIDALGO,INSTITUCION EDUCATIVA,,,,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","MAÑANA,TARDE,FIN DE SEMANA",,"OTRO,NO APLICA,ACADÉMICA","0,1,2,3,4,5,6,7,8,9,10,11,21,22,23,24,25,26","PROGRAMA PARA JÓVENES EN EXTRAEDAD Y ADULTOS,A CRECER,EDUCACIÓN TRADICIONAL,CAFAM,SAT",,,,5,,OFICIAL,OFICIAL,NO APLICA,NO,A,,,ie24diciembre@turboeducado.edu.co,05837
2016,TURBO,5,ANTIOQUIA,5837,TURBO,205837001821,I.E. ALTO DE MULATOS,RURAL,CORREG. ALTO MULATOS,8273142,EDUARDO CORDOBA CUESTA,INSTITUCION EDUCATIVA,,,,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","MAÑANA,TARDE",,"PROMOCION SOCIAL,OTRO,NO APLICA,AGROPECUARIO,ACADÉMICA","0,1,2,3,4,5,6,7,8,9,10,11,20","POST PRIMARIA,ESCUELA NUEVA,EDUCACIÓN TRADICIONAL,MODALIDAD VIRTUAL ASISTIDA UCN",,,,9,,OFICIAL,OFICIAL,NO APLICA,NO,A,,ESTRATO 1,iealtodemulatos@turboeducado.edu.co,05837
2016,ANTIOQUIA,5,ANTIOQUIA,5120,CÁCERES,205120000366,I. E. AURELIO MEJIA,"RURAL,URBANA",KR 21 27 25,830 87 02,MOSQUERA MOSQUERA PEDRO PABLO,INSTITUCION EDUCATIVA,,,,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","COMPLETA,NOCTURNA,FIN DE SEMANA",,ACADÉMICA,"0,1,2,3,4,5,6,7,8,9,10,11,21,99","ESPERE,ESCUELA NUEVA,EDUCACIÓN TRADICIONAL,ACELERACIÓN DEL APRENDIZAJE,MODALIDAD VIRTUAL ASISTIDA UCN",,,,7,,OFICIAL,OFICIAL,NO APLICA,NO,A,,"ESTRATO 2,ESTRATO 1",ieamejia@tareanet.edu.co,05120
2016,TURBO,5,ANTIOQUIA,5837,TURBO,105837000153,I.E. ANGEL MILAN PEREA,URBANA,KR 14 98 121,8273882,ELIGIO BERRIO GELES,INSTITUCION EDUCATIVA,,,,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","MAÑANA,NOCTURNA,TARDE,FIN DE SEMANA",,"OTRO,NO APLICA,ACADÉMICA","0,1,2,3,4,5,6,7,8,9,10,11,21,22,23,24,25,26,99","MEDIA RURAL,PROGRAMA PARA JÓVENES EN EXTRAEDAD Y ADULTOS,A CRECER,EDUCACIÓN TRADICIONAL,CIRCULOS DE APRENDIZAJE,ACELERACIÓN DEL APRENDIZAJE,GRUPOS JUVENILES CREATIVOS,CAFAM",,,,2,,OFICIAL,OFICIAL,NO APLICA,NO,A,,,ieangelmilan@turboeducado.edu.co,05837
2016,APARTADO,5,ANTIOQUIA,5045,APARTADÓ,105045000318,I.E. JOSÉ JOAQUIN VÉLEZ,URBANA,IND CRA 105 N° 108-25,828 3350,RODRIGO EDISON ZAPATA HERNÁNDEZ,INSTITUCION EDUCATIVA,,,,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","MAÑANA,NOCTURNA,TARDE,FIN DE SEMANA",,ACADÉMICA,"0,1,2,3,4,5,6,7,8,9,10,11,21,22,23,24,25,26,99","TRANSFORMEMOS,ESPERE,PROGRAMA PARA JÓVENES EN EXTRAEDAD Y ADULTOS,A CRECER,EDUCACIÓN TRADICIONAL,ACELERACIÓN DEL APRENDIZAJE",,,,2,,OFICIAL,OFICIAL,NO APLICA,SI,A,,ESTRATO 1,iebarriovelez@gmail.com,05045
2016,TURBO,5,ANTIOQUIA,5837,TURBO,205837003891,I.E. BLANQUICET,RURAL,CORREG. BLANQUICET,8245705,CARLOS ENRIQUE TARCITANO SANCHEZ,INSTITUCION EDUCATIVA,,,,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","MAÑANA,TARDE,FIN DE SEMANA",,"OTRO,NO APLICA,ACADÉMICA","-1,0,1,2,3,4,5,6,7,8,9,10,11,20,21,22,23,24,25,26","PROGRAMA PARA JÓVENES EN EXTRAEDAD Y ADULTOS,ESCUELA NUEVA,A CRECER,EDUCACIÓN TRADICIONAL,CAFAM,MODALIDAD VIRTUAL ASISTIDA UCN",,,,7,,OFICIAL,OFICIAL,NO APLICA,NO,A,,,ieblanquicet@turboeducado.edu.co,05837
2016,APARTADO,5,ANTIOQUIA,5045,APARTADÓ,405045001334,I.E. CAMPO ALEGRE,URBANA,IND EL SALVADOR,828 74 13,ROBINSON MUÑOZ CÓRDOBA,INSTITUCION EDUCATIVA,,,,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","MAÑANA,COMPLETA,NOCTURNA,TARDE,FIN DE SEMANA",,ACADÉMICA,"0,1,2,3,4,5,6,7,8,9,10,11,20,21,22,23,24,25,26","PREESCOLAR ESCOLARIZADO_,ESPERE,TRANSFORMEMOS,PROGRAMA PARA JÓVENES EN EXTRAEDAD Y ADULTOS,ESCUELA NUEVA,PREESCOLAR NO ESCOLARIZADO/SEMIESCOLARIZADO   ,EDUCACIÓN TRADICIONAL,MODALIDAD VIRTUAL ASISTIDA UCN",,,,1,,OFICIAL,OFICIAL,NO APLICA,SI,A,,ESTRATO 1,iecampoalegre02@gmail.com,05045
2016,TURBO,5,ANTIOQUIA,5837,TURBO,205837000531,I.E. CENTRAL,RURAL,CLL CENTRAL,8206500,LEONEL PALOMEQUE PARRA,INSTITUCION EDUCATIVA,,,,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","MAÑANA,NOCTURNA,TARDE,FIN DE SEMANA",,"OTRO,COMERCIAL,AGROPECUARIO,ACADÉMICA","0,1,2,3,4,5,6,7,8,9,10,11,20,21,22,23,24,25,26,99","MEDIA RURAL,PROGRAMA PARA JÓVENES EN EXTRAEDAD Y ADULTOS,A CRECER,EDUCACIÓN TRADICIONAL,ACELERACIÓN DEL APRENDIZAJE,CAFAM,SAT,MODALIDAD VIRTUAL ASISTIDA UCN",,,,5,,OFICIAL,OFICIAL,NO APLICA,NO,A,,ESTRATO 1,iecentral@turboeducado.edu.co,05837
2016,TURBO,5,ANTIOQUIA,5837,TURBO,405837000998,I.E. COLDESA AMSTERCOL,RURAL,VDA. COLDESA,8273273,YESITH ROSO CUESTA,INSTITUCION EDUCATIVA,,,,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","MAÑANA,TARDE,FIN DE SEMANA",,"OTRO,NO APLICA,ACADÉMICA","-1,0,1,2,3,4,5,6,7,8,9,10,11,20,21,22,23,24,25,26,99","PROGRAMA PARA JÓVENES EN EXTRAEDAD Y ADULTOS,ESCUELA NUEVA,A CRECER,EDUCACIÓN TRADICIONAL,ACELERACIÓN DEL APRENDIZAJE,CAFAM,MODALIDAD VIRTUAL ASISTIDA UCN,SER",,,,4,,OFICIAL,OFICIAL,NO APLICA,NO,A,,,iecoldesa@turboeducado.edu.co,05837
2016,TURBO,5,ANTIOQUIA,5837,TURBO,205837000310,I.E. CURRULAO,RURAL,B/PUEBLO NUEVO.,8206063,DEOSITEO MELENDEZ PEREA,INSTITUCION EDUCATIVA,,,,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","MAÑANA,NOCTURNA,TARDE,FIN DE SEMANA",,"OTRO,NO APLICA,INDUSTRIAL,ACADÉMICA","0,1,2,3,4,5,6,7,8,9,10,11,20,21,22,23,24,25,26,99","PROGRAMA PARA JÓVENES EN EXTRAEDAD Y ADULTOS,A CRECER,EDUCACIÓN TRADICIONAL,ACELERACIÓN DEL APRENDIZAJE,MODALIDAD VIRTUAL ASISTIDA UCN,SER",,,,2,,OFICIAL,OFICIAL,NO APLICA,NO,A,,,iecurrulao@turboeducado.edu.co,05837
2016,TURBO,5,ANTIOQUIA,5837,TURBO,205837003483,I.E. DE DESARROLLO RURAL DE TURBO,"URBANA,RURAL",VDA. CASANOVA,8273732,GRISELDA ELVIRA CALAO VARGAS,INSTITUCION EDUCATIVA,,,,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","MAÑANA,TARDE,FIN DE SEMANA",,"OTRO,NO APLICA,AGROPECUARIO,ACADÉMICA","0,1,2,3,4,5,6,7,8,9,10,11,20,21,22,23,99","PROGRAMA PARA JÓVENES EN EXTRAEDAD Y ADULTOS,A CRECER,EDUCACIÓN TRADICIONAL,CIRCULOS DE APRENDIZAJE,ACELERACIÓN DEL APRENDIZAJE,CAFAM,MODALIDAD VIRTUAL ASISTIDA UCN,SER",,,,5,,OFICIAL,OFICIAL,NO APLICA,NO,A,,,iedr@turboeducado.edu.co,05837
2016,TURBO,5,ANTIOQUIA,5837,TURBO,105837004922,I.E. FRANCISCO LUIS VALDERRAMA VALDERRAMA,URBANA,CL 100 KR 18,8272167,CENITH PADILLA CERVANTES,INSTITUCION EDUCATIVA,,,,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","MAÑANA,TARDE,FIN DE SEMANA",,"OTRO,NO APLICA,COMERCIAL,ACADÉMICA","0,1,2,3,4,5,6,7,8,9,10,11,21,22,23,24,25,26","PROGRAMA PARA JÓVENES EN EXTRAEDAD Y ADULTOS,A CRECER,EDUCACIÓN TRADICIONAL,CAFAM",,,,3,,OFICIAL,OFICIAL,NO APLICA,NO,A,,,iefrancisco@turboeducado.edu.co,05837
2016,APARTADO,5,ANTIOQUIA,5045,APARTADÓ,105045001683,I. E. HERACLIO MENA PADILLA,URBANA,CL 94 92 34,828 19 10,QUIROGA HERRERA YESID,INSTITUCION EDUCATIVA,,,,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","MAÑANA,NOCTURNA,TARDE,FIN DE SEMANA",,ACADÉMICA,"0,1,2,3,4,5,6,7,8,9,10,11,20,21,22,23,24,25,26,99","ESPERE,PROGRAMA PARA JÓVENES EN EXTRAEDAD Y ADULTOS,A CRECER,EDUCACIÓN TRADICIONAL,ACELERACIÓN DEL APRENDIZAJE,MODALIDAD VIRTUAL ASISTIDA UCN",,,,1,,OFICIAL,OFICIAL,NO APLICA,NO,A,,ESTRATO 1,iehemepa@gmail.com,05045
2016,APARTADO,5,ANTIOQUIA,5045,APARTADÓ,105045000148,I.E. JOSE CELESTINO MUTIS,URBANA,CL 108 108 82,8295674,MAZO MIRA LUIS ENRIQUE,INSTITUCION EDUCATIVA,,,,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","MAÑANA,NOCTURNA,TARDE,FIN DE SEMANA",,ACADÉMICA,"0,1,2,3,4,5,6,7,8,9,10,11,21,22,23,24,25,26,99","TRANSFORMEMOS,ESPERE,PROGRAMA PARA JÓVENES EN EXTRAEDAD Y ADULTOS,EDUCACIÓN TRADICIONAL,ACELERACIÓN DEL APRENDIZAJE",,,,1,,OFICIAL,OFICIAL,NO APLICA,SI,A,,ESTRATO 1,ie.jcmutis01@gmail.com,05045
2016,TURBO,5,ANTIOQUIA,5837,TURBO,405837007020,INSTITUCIÓN EDUCATIVA INTEGRADA LA LIBERTAD,URBANA,CL 103 16 25,8273697,JOSE FABRICIO IBARGÜEN CAÑIZALES,CENTRO EDUCATIVO,,,,"MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA",FIN DE SEMANA,,ACADÉMICA,"21,22,23,24,25,26",PROGRAMA PARA JÓVENES EN EXTRAEDAD Y ADULTOS,,,,1,,PERSONA NATURAL,PERSONA NATURAL,NO APLICA,NO,A,,,ielalibertad1488@gmail.com,05837
2016,APARTADO,5,ANTIOQUIA,5045,APARTADÓ,105045001667,I.E. LA PAZ,URBANA,CL 111 58 B 01,826 25 46,ARCILA TORO DORIS ELIANA,INSTITUCION EDUCATIVA,,,,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","MAÑANA,NOCTURNA,TARDE,FIN DE SEMANA",,ACADÉMICA,"0,1,2,3,4,5,6,7,8,9,10,11,20,21,22,23,24,25,26,99","PREESCOLAR ESCOLARIZADO_,TRANSFORMEMOS,ESPERE,PROGRAMA PARA JÓVENES EN EXTRAEDAD Y ADULTOS,A CRECER,PREESCOLAR NO ESCOLARIZADO/SEMIESCOLARIZADO   ,EDUCACIÓN TRADICIONAL,ACELERACIÓN DEL APRENDIZAJE,MODALIDAD VIRTUAL ASISTIDA UCN",,,,2,,OFICIAL,OFICIAL,NO APLICA,SI,A,,ESTRATO 1,ielapaz1972@gmail.com,05045
2016,TURBO,5,ANTIOQUIA,5837,TURBO,205837000492,I.E. EL DOS,RURAL,CORREG. EL DOS,8245092,ANDRES DUVAN MENA,INSTITUCION EDUCATIVA,,,,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","MAÑANA,TARDE,FIN DE SEMANA",,"OTRO,NO APLICA,ACADÉMICA","0,1,2,3,4,5,6,7,8,9,10,11,20,21,22,23,24,25,26","PROGRAMA PARA JÓVENES EN EXTRAEDAD Y ADULTOS,ESCUELA NUEVA,A CRECER,EDUCACIÓN TRADICIONAL,CAFAM,SAT,SER,MODALIDAD VIRTUAL ASISTIDA UCN",,,,13,,OFICIAL,OFICIAL,NO APLICA,NO,A,,,ieldos@turboeducado.edu.co,05837
